vehicle,vehicle_status,segment,segment_dv_m_per_s,segment_duration_yr,propellant,propellant_isp_s,propellant_cost_usd_per_kg,launch_usd_per_kg_to_leo,propellant_mass_per_kg_payload,in_space_prop_usd_per_kg_payload,total_usd_per_kg_payload_to_segment_end,catalog_date,pipeline_version
Pallas-1,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Water  (electrothermal / resistojet),190.0,2.0,5660,2.0865524674292875,4.173104934858575,5664.173104934858,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,5660,7.891592529568653,19.728981323921634,5679.728981323921,2026-09-23,1.16.0
Pallas-1,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Xenon  (Hall / ion),3000.0,10000.0,5660,0.03260741069213435,326.0741069213435,5986.074106921344,2026-09-23,1.16.0
Delta IV Heavy,retired,LEO  →  GTO,2440.0,0.001,FEEP  (indium field emission),6000.0,250.0,15283,0.04234028521971145,10.585071304927862,15293.585071304928,2026-09-23,1.16.0
Delta IV Heavy,retired,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Nuclear pulse  (Orion),10000.0,50000.0,15283,0.04695633859769743,2347.8169298848716,17630.816929884873,2026-09-23,1.16.0
Delta IV Heavy,retired,LEO  →  main-belt asteroid,10500.0,3.5,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,15283,94.2189354632581,47109.467731629054,62392.467731629054,2026-09-23,1.16.0
Delta IV Heavy,retired,NEA  →  Earth return (propulsive),5500.0,1.5,"Nuclear thermal  (LH2, NTP)",900.0,10.0,15283,0.8648113738070802,8.648113738070801,15291.64811373807,2026-09-23,1.16.0
Delta IV Heavy,retired,Main belt  →  Earth return,7500.0,4.0,Momentum-exchange tether,inf,0.0,15283,0.0,0.0,15283.0,2026-09-23,1.16.0
Delta IV Heavy,retired,LEO  →  cislunar NRHO depot,3600.0,0.02,Solid  (APCP),285.0,15.0,15283,2.6257551534851893,39.38632730227784,15322.386327302278,2026-09-23,1.16.0
Delta IV Heavy,retired,GTO  →  GEO (circularise + plane change),1836.0,0.01,"VASIMR  (argon, variable Isp)",4000.0,10.0,15283,0.04791761815225648,0.4791761815225648,15283.479176181523,2026-09-23,1.16.0
Delta IV Heavy,retired,TLI  →  low lunar orbit (LOI),900.0,0.01,methalox  (LCH4 / LOX),380.0,0.24347826086956526,15283,0.27317239506570945,0.06651153966817275,15283.066511539668,2026-09-23,1.16.0
Delta IV Heavy,retired,LEO  →  trans-Mars injection,3600.0,0.7,Water  (gridded ion / ECR),900.0,2.0,15283,0.5036364664760675,1.007272932952135,15284.007272932951,2026-09-23,1.16.0
Delta IV Heavy,retired,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,15283,0.1845057161786141,6.930214705245506,15289.930214705246,2026-09-23,1.16.0
Delta IV Heavy,retired,NEA  →  LEO delivery (propulsive),3626.0,1.5,Argon  (Hall / ion),1500.0,10.0,15283,0.2795384144926978,2.795384144926978,15285.795384144927,2026-09-23,1.16.0
Delta IV Heavy,retired,NEA  →  LEO delivery (aerobraked),100.0,2.0,PPT  (PTFE pulsed plasma),1000.0,25.0,15283,0.010249330359376918,0.25623325898442295,15283.256233258984,2026-09-23,1.16.0
H-IIA 204,retired,LEO  →  Earth escape (C3=0),3200.0,0.003,Direct fusion drive,10000.0,1000000.0,6000,0.033169145570771885,33169.145570771885,39169.145570771885,2026-09-23,1.16.0
H-IIA 204,retired,LEO  →  hard NEA,8500.0,2.0,HTP  (98% peroxide monoprop),165.0,5.0,6000,190.1547905196911,950.7739525984555,6950.773952598455,2026-09-23,1.16.0
H-IIA 204,retired,Asteroid station-keeping,200.0,0.5,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,6000,0.004087194742800948,40.87194742800948,6040.87194742801,2026-09-23,1.16.0
H-IIA 204,retired,NEA  →  Earth return (aerocap),1500.0,1.5,Beamed laser-thermal  (H2),900.0,10.0,6000,0.18524879029049157,1.8524879029049157,6001.852487902905,2026-09-23,1.16.0
H-IIA 204,retired,TLI  →  NRHO insertion,450.0,0.01,Krypton  (Hall),2000.0,300.0,6000,0.02320884407714985,6.9626532231449545,6006.962653223145,2026-09-23,1.16.0
H-IIA 204,retired,LEO  →  GTO (perigee burn),2455.0,0.001,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,6000,0.1816284784262896,1.816284784262896,6001.816284784263,2026-09-23,1.16.0
H-IIA 204,retired,GEO  →  Earth (deorbit to entry),1488.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,6000,0.5708055997278734,33.97908805927246,6033.979088059273,2026-09-23,1.16.0
H-IIA 204,retired,NRHO  →  low lunar orbit,730.0,0.01,Hydrazine arcjet,600.0,75.0,6000,0.13208998942403305,9.906749206802479,6009.9067492068025,2026-09-23,1.16.0
H-IIA 204,retired,Low Mars orbit  →  Earth (TEI),2100.0,0.7,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,6000,1.2787269716172815,0.9073260168035998,6000.907326016803,2026-09-23,1.16.0
H-IIA 204,retired,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,UDMH / NTO  (hypergolic),318.0,47.5,6000,0.3345563682536492,15.891427492048336,6015.891427492048,2026-09-23,1.16.0
H-IIA 204,retired,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Mercury ion  (RETIRED),3000.0,60.0,6000,0.03260741069213435,1.9564446415280612,6001.956444641528,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  GTO,2440.0,0.001,Antimatter-catalysed,100000.0,6.25e+16,89686,0.002491205468057256,155700341753578.5,155700341843264.5,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  average NEA,6500.0,1.5,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,89686,6.935120641745304,32.50837800818111,89718.50837800818,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  main-belt asteroid,10500.0,3.5,Solar thermal  (LH2),800.0,10.0,89686,2.812852243996242,28.128522439962417,89714.12852243996,2026-09-23,1.16.0
Pegasus XL,retired,NEA  →  Earth return (aerocap),1500.0,1.5,kerolox  (RP-1 / LOX),340.0,0.896969696969697,89686,0.5681158448498358,0.5095826971986406,89686.5095826972,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,89686,0.17422141630707588,10.453284978424552,89696.45328497843,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  cislunar NRHO depot,3600.0,0.02,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,89686,0.09611757492989637,7.689405994391709,89693.68940599439,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  GEO depot,4291.0,0.01,Hydrazine  (monoprop),220.0,75.0,89686,6.3075650711893605,473.06738033920203,90159.0673803392,2026-09-23,1.16.0
Pegasus XL,retired,TLI  →  low lunar orbit (LOI),900.0,0.01,Electrospray  (ionic liquid),2500.0,2000.0,89686,0.03739190907097267,74.78381814194535,89760.78381814195,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  trans-Mars injection,3600.0,0.7,Mass driver  (regolith reaction mass),306.0,0.1,89686,2.319008629999918,0.23190086299999182,89686.231900863,2026-09-23,1.16.0
Pegasus XL,retired,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,89686,3.1953464566232626,170.418477686574,89856.41847768657,2026-09-23,1.16.0
Pegasus XL,retired,NEA  →  LEO delivery (propulsive),3626.0,1.5,Solar sail  (photonic),inf,0.0,89686,0.0,0.0,89686.0,2026-09-23,1.16.0
Pegasus XL,retired,NEA  →  LEO delivery (aerobraked),100.0,2.0,Magnetic sail / electric sail,inf,0.0,89686,0.0,0.0,89686.0,2026-09-23,1.16.0
Ariane 5 ECA,retired,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Cold gas  (GN2),70.0,1.0,9550,701.9730195115397,701.9730195115397,10251.973019511539,2026-09-23,1.16.0
Ariane 5 ECA,retired,LEO  →  hard NEA,8500.0,2.0,Solar thermal steam  (water),190.0,2.0,9550,94.76414266407669,189.52828532815337,9739.528285328153,2026-09-23,1.16.0
Ariane 5 ECA,retired,NEA  →  Earth return (propulsive),5500.0,1.5,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,9550,2.4583967907443176,3.933434865190908,9553.93343486519,2026-09-23,1.16.0
Ariane 5 ECA,retired,Main belt  →  Earth return,7500.0,4.0,Water  (electrothermal / resistojet),190.0,2.0,9550,54.99125834368276,109.98251668736552,9659.982516687365,2026-09-23,1.16.0
Ariane 5 ECA,retired,TLI  →  NRHO insertion,450.0,0.01,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,9550,0.24422222654740833,0.6105555663685208,9550.610555566369,2026-09-23,1.16.0
Ariane 5 ECA,retired,GTO  →  GEO (circularise + plane change),1836.0,0.01,Xenon  (Hall / ion),3000.0,10000.0,9550,0.06439507408831813,643.9507408831813,10193.950740883181,2026-09-23,1.16.0
Ariane 5 ECA,retired,GEO  →  Earth (deorbit to entry),1488.0,0.01,FEEP  (indium field emission),6000.0,250.0,9550,0.025611440526771112,6.402860131692778,9556.402860131693,2026-09-23,1.16.0
Ariane 5 ECA,retired,NRHO  →  low lunar orbit,730.0,0.01,Nuclear pulse  (Orion),10000.0,50000.0,9550,0.0074717032647879655,373.5851632393983,9923.585163239399,2026-09-23,1.16.0
Ariane 5 ECA,retired,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,9550,0.47776322999819465,238.88161499909734,9788.881614999098,2026-09-23,1.16.0
Ariane 5 ECA,retired,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,"Nuclear thermal  (LH2, NTP)",900.0,10.0,9550,0.10735204606807192,1.0735204606807192,9551.07352046068,2026-09-23,1.16.0
Ariane 5 ECA,retired,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Momentum-exchange tether,inf,0.0,9550,0.0,0.0,9550.0,2026-09-23,1.16.0
Vega,retired,LEO  →  Earth escape (C3=0),3200.0,0.003,Solid  (APCP),285.0,15.0,24533,2.1422670185099726,32.13400527764959,24565.13400527765,2026-09-23,1.16.0
Vega,retired,LEO  →  average NEA,6500.0,1.5,"VASIMR  (argon, variable Isp)",4000.0,10.0,24533,0.18022356761132197,1.8022356761132197,24534.802235676114,2026-09-23,1.16.0
Vega,retired,Asteroid station-keeping,200.0,0.5,methalox  (LCH4 / LOX),380.0,0.24347826086956526,24533,0.05513558405998076,0.013424316118951838,24533.01342431612,2026-09-23,1.16.0
Vega,retired,NEA  →  Earth return (aerocap),1500.0,1.5,Water  (gridded ion / ECR),900.0,2.0,24533,0.18524879029049157,0.37049758058098314,24533.37049758058,2026-09-23,1.16.0
Vega,retired,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,24533,0.8087563261302055,30.3776766400126,24563.37767664001,2026-09-23,1.16.0
Vega,retired,LEO  →  GTO (perigee burn),2455.0,0.001,Argon  (Hall / ion),1500.0,10.0,24533,0.1816284784262896,1.816284784262896,24534.81628478426,2026-09-23,1.16.0
Vega,retired,LEO  →  GEO depot,4291.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,24533,0.5489235828283119,13.723089570707797,24546.723089570707,2026-09-23,1.16.0
Vega,retired,TLI  →  low lunar orbit (LOI),900.0,0.01,Direct fusion drive,10000.0,1000000.0,24533,0.009219687798885934,9219.687798885934,33752.687798885934,2026-09-23,1.16.0
Vega,retired,Low Mars orbit  →  Earth (TEI),2100.0,0.7,HTP  (98% peroxide monoprop),165.0,5.0,24533,2.6613086373630916,13.306543186815459,24546.306543186816,2026-09-23,1.16.0
Vega,retired,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,24533,0.09611757492989637,961.1757492989636,25494.175749298964,2026-09-23,1.16.0
Vega,retired,NEA  →  LEO delivery (propulsive),3626.0,1.5,Beamed laser-thermal  (H2),900.0,10.0,24533,0.5080724799056582,5.080724799056582,24538.080724799056,2026-09-23,1.16.0
Space Shuttle,retired,LEO  →  GTO,2440.0,0.001,Krypton  (Hall),2000.0,300.0,37529,0.13247485833542738,39.74245750062821,37568.74245750063,2026-09-23,1.16.0
Space Shuttle,retired,LEO  →  easy NEA (low-Δv class),4500.0,1.0,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,37529,0.35786669814274674,3.5786669814274674,37532.578666981426,2026-09-23,1.16.0
Space Shuttle,retired,LEO  →  main-belt asteroid,10500.0,3.5,MMH / NTO  (hypergolic),336.0,59.528301886792455,37529,23.206305705304498,1381.4319717025603,38910.43197170256,2026-09-23,1.16.0
Space Shuttle,retired,NEA  →  Earth return (propulsive),5500.0,1.5,Hydrazine arcjet,600.0,75.0,37529,1.5465509166405629,115.99131874804222,37644.99131874804,2026-09-23,1.16.0
Space Shuttle,retired,Main belt  →  Earth return,7500.0,4.0,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,37529,17.944034424997508,12.732263916845367,37541.73226391685,2026-09-23,1.16.0
Space Shuttle,retired,LEO  →  cislunar NRHO depot,3600.0,0.02,UDMH / NTO  (hypergolic),318.0,47.5,37529,2.172105975221663,103.175033823029,37632.17503382303,2026-09-23,1.16.0
Space Shuttle,retired,GTO  →  GEO (circularise + plane change),1836.0,0.01,Mercury ion  (RETIRED),3000.0,60.0,37529,0.06439507408831813,3.8637044452990876,37532.8637044453,2026-09-23,1.16.0
Space Shuttle,retired,GEO  →  Earth (deorbit to entry),1488.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,37529,0.0015184894642490399,94905591515564.98,94905591553093.98,2026-09-23,1.16.0
Space Shuttle,retired,LEO  →  trans-Mars injection,3600.0,0.7,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,37529,2.149301680718452,10.074851628367744,37539.07485162837,2026-09-23,1.16.0
Space Shuttle,retired,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Solar thermal  (LH2),800.0,10.0,37529,0.12155719681666799,1.21557196816668,37530.21557196817,2026-09-23,1.16.0
Space Shuttle,retired,NEA  →  LEO delivery (propulsive),3626.0,1.5,kerolox  (RP-1 / LOX),340.0,0.896969696969697,37529,1.966839810591451,1.76419570889415,37530.76419570889,2026-09-23,1.16.0
Space Shuttle,retired,NEA  →  LEO delivery (aerobraked),100.0,2.0,Iodine  (Hall / gridded),2000.0,60.0,37529,0.005111600947564909,0.30669605685389456,37529.306696056854,2026-09-23,1.16.0
Saturn V,retired,LEO  →  Earth escape (C3=0),3200.0,0.003,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,10698,0.08499708140363071,6.799766512290457,10704.799766512291,2026-09-23,1.16.0
Saturn V,retired,LEO  →  hard NEA,8500.0,2.0,Hydrazine  (monoprop),220.0,75.0,10698,50.408968467859545,3780.672635089466,14478.672635089466,2026-09-23,1.16.0
Saturn V,retired,Asteroid station-keeping,200.0,0.5,Electrospray  (ionic liquid),2500.0,2000.0,10698,0.00819109464646739,16.38218929293478,10714.382189292935,2026-09-23,1.16.0
Saturn V,retired,NEA  →  Earth return (aerocap),1500.0,1.5,Mass driver  (regolith reaction mass),306.0,0.1,10698,0.6484919309172572,0.06484919309172572,10698.064849193092,2026-09-23,1.16.0
Saturn V,retired,TLI  →  NRHO insertion,450.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,10698,0.1541886071272669,8.2233923801209,10706.223392380121,2026-09-23,1.16.0
Saturn V,retired,LEO  →  GTO (perigee burn),2455.0,0.001,Solar sail  (photonic),inf,0.0,10698,0.0,0.0,10698.0,2026-09-23,1.16.0
Saturn V,retired,LEO  →  GEO depot,4291.0,0.01,Magnetic sail / electric sail,inf,0.0,10698,0.0,0.0,10698.0,2026-09-23,1.16.0
Saturn V,retired,NRHO  →  low lunar orbit,730.0,0.01,Cold gas  (GN2),70.0,1.0,10698,1.8962544591476078,1.8962544591476078,10699.896254459147,2026-09-23,1.16.0
Saturn V,retired,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Solar thermal steam  (water),190.0,2.0,10698,2.0865524674292875,4.173104934858575,10702.173104934858,2026-09-23,1.16.0
Saturn V,retired,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,10698,0.22512249984105637,0.36019599974569017,10698.360195999745,2026-09-23,1.16.0
Saturn V,retired,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Water  (electrothermal / resistojet),190.0,2.0,10698,0.6597018038996871,1.3194036077993743,10699.3194036078,2026-09-23,1.16.0
Starship (projected),development,LEO  →  GTO,2440.0,0.001,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,1603,2.270075664559711,5.6751891613992775,1608.6751891613992,2026-09-23,1.16.0
Starship (projected),development,LEO  →  average NEA,6500.0,1.5,Xenon  (Hall / ion),3000.0,10000.0,1603,0.24724673851146228,2472.4673851146226,4075.4673851146226,2026-09-23,1.16.0
Starship (projected),development,LEO  →  main-belt asteroid,10500.0,3.5,FEEP  (indium field emission),6000.0,250.0,1603,0.19536351678511377,48.84087919627844,1651.8408791962784,2026-09-23,1.16.0
Starship (projected),development,NEA  →  Earth return (propulsive),5500.0,1.5,Nuclear pulse  (Orion),10000.0,50000.0,1603,0.0576869399838289,2884.346999191445,4487.346999191444,2026-09-23,1.16.0
Starship (projected),development,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,1603,2.922988152384356,1461.494076192178,3064.494076192178,2026-09-23,1.16.0
Starship (projected),development,LEO  →  cislunar NRHO depot,3600.0,0.02,"Nuclear thermal  (LH2, NTP)",900.0,10.0,1603,0.5036364664760675,5.036364664760676,1608.0363646647606,2026-09-23,1.16.0
Starship (projected),development,GTO  →  GEO (circularise + plane change),1836.0,0.01,Momentum-exchange tether,inf,0.0,1603,0.0,0.0,1603.0,2026-09-23,1.16.0
Starship (projected),development,TLI  →  low lunar orbit (LOI),900.0,0.01,Solid  (APCP),285.0,15.0,1603,0.37990636608423656,5.698595491263548,1608.6985954912636,2026-09-23,1.16.0
Starship (projected),development,LEO  →  trans-Mars injection,3600.0,0.7,"VASIMR  (argon, variable Isp)",4000.0,10.0,1603,0.09611757492989637,0.9611757492989637,1603.961175749299,2026-09-23,1.16.0
Starship (projected),development,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,methalox  (LCH4 / LOX),380.0,0.24347826086956526,1603,2.34530768619034,0.5710314366376481,1603.5710314366377,2026-09-23,1.16.0
Starship (projected),development,NEA  →  LEO delivery (propulsive),3626.0,1.5,Water  (gridded ion / ECR),900.0,2.0,1603,0.5080724799056582,1.0161449598113164,1604.0161449598113,2026-09-23,1.16.0
Starship (projected),development,NEA  →  LEO delivery (aerobraked),100.0,2.0,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,1603,0.01899204982193048,0.7133599201408034,1603.7133599201409,2026-09-23,1.16.0
New Glenn 9x4,development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Argon  (Hall / ion),1500.0,10.0,2771,0.35786669814274674,3.5786669814274674,2774.5786669814274,2026-09-23,1.16.0
New Glenn 9x4,development,LEO  →  hard NEA,8500.0,2.0,PPT  (PTFE pulsed plasma),1000.0,25.0,2771,1.3791868771005604,34.47967192751401,2805.479671927514,2026-09-23,1.16.0
New Glenn 9x4,development,Asteroid station-keeping,200.0,0.5,Direct fusion drive,10000.0,1000000.0,2771,0.002041513482750279,2041.513482750279,4812.513482750279,2026-09-23,1.16.0
New Glenn 9x4,development,Main belt  →  Earth return,7500.0,4.0,HTP  (98% peroxide monoprop),165.0,5.0,2771,102.03551095391994,510.1775547695997,3281.1775547695997,2026-09-23,1.16.0
New Glenn 9x4,development,TLI  →  NRHO insertion,450.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,2771,0.009219687798885934,92.19687798885934,2863.1968779888593,2026-09-23,1.16.0
New Glenn 9x4,development,LEO  →  GTO (perigee burn),2455.0,0.001,Beamed laser-thermal  (H2),900.0,10.0,2771,0.32069210682367655,3.2069210682367655,2774.2069210682366,2026-09-23,1.16.0
New Glenn 9x4,development,GEO  →  Earth (deorbit to entry),1488.0,0.01,Krypton  (Hall),2000.0,300.0,2771,0.07881895895692659,23.645687687077977,2794.645687687078,2026-09-23,1.16.0
New Glenn 9x4,development,NRHO  →  low lunar orbit,730.0,0.01,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,2771,0.05087819314977193,0.5087819314977193,2771.5087819314977,2026-09-23,1.16.0
New Glenn 9x4,development,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,2771,0.31408193212429425,18.696764072682047,2789.696764072682,2026-09-23,1.16.0
New Glenn 9x4,development,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Hydrazine arcjet,600.0,75.0,2771,0.16527537438270223,12.395653078702667,2783.3956530787027,2026-09-23,1.16.0
New Glenn 9x4,development,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,2771,0.4480754877369215,0.3179338174133316,2771.317933817413,2026-09-23,1.16.0
Neutron,development,LEO  →  Earth escape (C3=0),3200.0,0.003,UDMH / NTO  (hypergolic),318.0,47.5,4031,1.7902453261672626,85.03665299294498,4116.036652992945,2026-09-23,1.16.0
Neutron,development,LEO  →  average NEA,6500.0,1.5,Mercury ion  (RETIRED),3000.0,60.0,4031,0.24724673851146228,14.834804310687737,4045.8348043106876,2026-09-23,1.16.0
Neutron,development,LEO  →  main-belt asteroid,10500.0,3.5,Antimatter-catalysed,100000.0,6.25e+16,4031,0.010764545502183198,672784093886449.9,672784093890480.9,2026-09-23,1.16.0
Neutron,development,NEA  →  Earth return (aerocap),1500.0,1.5,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,4031,0.6128325400818613,2.8726525316337246,4033.872652531634,2026-09-23,1.16.0
Neutron,development,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Solar thermal  (LH2),800.0,10.0,4031,0.494083923548315,4.94083923548315,4035.940839235483,2026-09-23,1.16.0
Neutron,development,LEO  →  GTO (perigee burn),2455.0,0.001,kerolox  (RP-1 / LOX),340.0,0.896969696969697,4031,1.0881846271517501,0.976068635263388,4031.9760686352633,2026-09-23,1.16.0
Neutron,development,LEO  →  GEO depot,4291.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,4031,0.24455758517969417,14.67345511078165,4045.6734551107816,2026-09-23,1.16.0
Neutron,development,TLI  →  low lunar orbit (LOI),900.0,0.01,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,4031,0.02320884407714985,1.8567075261719879,4032.856707526172,2026-09-23,1.16.0
Neutron,development,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Hydrazine  (monoprop),220.0,75.0,4031,1.646837354204247,123.51280156531853,4154.512801565318,2026-09-23,1.16.0
Neutron,development,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Electrospray  (ionic liquid),2500.0,2000.0,4031,0.20147373807019697,402.947476140394,4433.947476140394,2026-09-23,1.16.0
Neutron,development,NEA  →  LEO delivery (propulsive),3626.0,1.5,Mass driver  (regolith reaction mass),306.0,0.1,4031,2.3478903068950694,0.23478903068950696,4031.2347890306896,2026-09-23,1.16.0
Terran R,development,LEO  →  GTO,2440.0,0.001,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,2638,1.1760985389137675,62.72525540873426,2700.7252554087345,2026-09-23,1.16.0
Terran R,development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Solar sail  (photonic),inf,0.0,2638,0.0,0.0,2638.0,2026-09-23,1.16.0
Terran R,development,LEO  →  hard NEA,8500.0,2.0,Magnetic sail / electric sail,inf,0.0,2638,0.0,0.0,2638.0,2026-09-23,1.16.0
Terran R,development,NEA  →  Earth return (propulsive),5500.0,1.5,Cold gas  (GN2),70.0,1.0,2638,3016.113803245216,3016.113803245216,5654.113803245216,2026-09-23,1.16.0
Terran R,development,Main belt  →  Earth return,7500.0,4.0,Solar thermal steam  (water),190.0,2.0,2638,54.99125834368276,109.98251668736552,2747.9825166873657,2026-09-23,1.16.0
Terran R,development,LEO  →  cislunar NRHO depot,3600.0,0.02,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,2638,1.2527762747337077,2.004442039573932,2640.004442039574,2026-09-23,1.16.0
Terran R,development,GTO  →  GEO (circularise + plane change),1836.0,0.01,Water  (electrothermal / resistojet),190.0,2.0,2638,1.6787971720703507,3.3575943441407015,2641.3575943441406,2026-09-23,1.16.0
Terran R,development,GEO  →  Earth (deorbit to entry),1488.0,0.01,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,2638,1.0596617571614249,2.6491543929035624,2640.6491543929037,2026-09-23,1.16.0
Terran R,development,LEO  →  trans-Mars injection,3600.0,0.7,Xenon  (Hall / ion),3000.0,10000.0,2638,0.13016760593015353,1301.6760593015354,3939.676059301535,2026-09-23,1.16.0
Terran R,development,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,FEEP  (indium field emission),6000.0,250.0,2638,0.015413321793718682,3.8533304484296704,2641.8533304484295,2026-09-23,1.16.0
Terran R,development,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Nuclear pulse  (Orion),10000.0,50000.0,2638,0.009219687798885934,460.9843899442967,3098.9843899442967,2026-09-23,1.16.0
Terran R,development,NEA  →  LEO delivery (aerobraked),100.0,2.0,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,2638,0.04434738594975829,22.173692974879145,2660.173692974879,2026-09-23,1.16.0
Nova,development,LEO  →  Earth escape (C3=0),3200.0,0.003,"Nuclear thermal  (LH2, NTP)",900.0,10.0,8167,0.43701172240044106,4.37011722400441,8171.370117224004,2026-09-23,1.16.0
Nova,development,LEO  →  average NEA,6500.0,1.5,Momentum-exchange tether,inf,0.0,8167,0.0,0.0,8167.0,2026-09-23,1.16.0
Nova,development,Asteroid station-keeping,200.0,0.5,Solid  (APCP),285.0,15.0,8167,0.07418156044155833,1.1127234066233749,8168.112723406623,2026-09-23,1.16.0
Nova,development,NEA  →  Earth return (aerocap),1500.0,1.5,"VASIMR  (argon, variable Isp)",4000.0,10.0,8167,0.03897989125308987,0.3897989125308987,8167.389798912531,2026-09-23,1.16.0
Nova,development,TLI  →  NRHO insertion,450.0,0.01,methalox  (LCH4 / LOX),380.0,0.24347826086956526,8167,0.12834941178063697,0.03125029156398118,8167.031250291564,2026-09-23,1.16.0
Nova,development,LEO  →  GTO (perigee burn),2455.0,0.001,Water  (gridded ion / ECR),900.0,2.0,8167,0.32069210682367655,0.6413842136473531,8167.641384213647,2026-09-23,1.16.0
Nova,development,LEO  →  GEO depot,4291.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,8167,1.2418618235459684,46.64554166489735,8213.645541664897,2026-09-23,1.16.0
Nova,development,NRHO  →  low lunar orbit,730.0,0.01,Argon  (Hall / ion),1500.0,10.0,8167,0.05087819314977193,0.5087819314977193,8167.508781931498,2026-09-23,1.16.0
Nova,development,Low Mars orbit  →  Earth (TEI),2100.0,0.7,PPT  (PTFE pulsed plasma),1000.0,25.0,8167,0.23879657547648647,5.969914386912162,8172.969914386912,2026-09-23,1.16.0
Nova,development,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Direct fusion drive,10000.0,1000000.0,8167,0.04695633859769743,46956.33859769743,55123.33859769743,2026-09-23,1.16.0
